antecedent,consequent,support,confidence,lift
{14 34},{6 18 48},0.109,0.229,1.202
{14 34},{6 16 18},0.11,0.231,1.132
{14 34},{16 18 30},0.113,0.238,1.159
{14 34},{6 18 30},0.122,0.258,1.164
{14 34},{1 19 30},0.104,0.219,1.236
{14 34},{16 18 19},0.115,0.242,1.128
{14 34},{1 18 30},0.131,0.277,1.231
{14 34},{6 18 19},0.121,0.254,1.146
{14 34},{18 30 32},0.103,0.216,1.229
{14 34},{18 30 48},0.119,0.252,1.226
{14 34},{1 18 19},0.128,0.269,1.208
{14 34},{1 16 18},0.113,0.239,1.142
{14 34},{1 6 18},0.121,0.255,1.173
{14 34},{18 19 48},0.113,0.238,1.183
{14 34},{4 18 30},0.1,0.211,1.222
{14 34},{16 18 48},0.102,0.216,1.176
{14 34},{1 18 32},0.103,0.218,1.239
{3 19},{14},0.104,0.759,1.058
{3 19},{18},0.105,0.768,1.09
{1 46},{30},0.128,0.636,1.129
{1 46},{16},0.111,0.553,1.078
{1 46},{19},0.112,0.556,1.031
{1 46},{18},0.154,0.767,1.087
{1 46},{34},0.145,0.72,1.124
{1 46},{48},0.104,0.517,1.079
{1 46},{6},0.12,0.598,1.133
{1 46},{14},0.152,0.753,1.051
{1 46},{14 30},0.101,0.5,1.187
{1 46},{18 34},0.114,0.565,1.21
{1 46},{14 34},0.11,0.548,1.154
{1 46},{14 18},0.119,0.591,1.121
{32 39},{14},0.101,0.779,1.087
{14 20},{16},0.112,0.545,1.061
{14 20},{30},0.122,0.595,1.057
{14 20},{19},0.124,0.607,1.124
{14 20},{34},0.136,0.663,1.036
{14 20},{18},0.159,0.777,1.102
{14 20},{6},0.119,0.582,1.103
{14 20},{1},0.117,0.572,1.101
{14 20},{18 34},0.111,0.541,1.161
{14 20},{18 19},0.101,0.494,1.237
{18 19},{0},0.113,0.282,0.992
{18 19},{26},0.176,0.439,1.065
{18 19},{32},0.176,0.44,1.066
{18 19},{30},0.237,0.593,1.052
{18 19},{44},0.159,0.399,1.07
{18 19},{2},0.12,0.301,1.105
{18 19},{34},0.274,0.685,1.07
{18 19},{42},0.13,0.326,1.029
{18 19},{11},0.124,0.31,1.098
{18 19},{21},0.132,0.331,1.078
{18 19},{14},0.306,0.765,1.067
{18 19},{28},0.141,0.352,1.029
{18 19},{4},0.173,0.433,1.092
{18 19},{12},0.161,0.404,1.106
{18 19},{16},0.215,0.538,1.048
{18 19},{39},0.137,0.342,1.083
{18 19},{15},0.134,0.336,1.099
{18 19},{1},0.223,0.558,1.073
{18 19},{20},0.122,0.306,1.129
{18 19},{46},0.16,0.4,1.074
{18 19},{49},0.169,0.422,1.087
{18 19},{3},0.105,0.263,1.104
{18 19},{29},0.124,0.31,1.105
{18 19},{37},0.102,0.255,1.097
{18 19},{48},0.201,0.503,1.049
{18 19},{6},0.222,0.555,1.052
{18 19},{38},0.111,0.278,1.034
{18 19},{1 16},0.125,0.312,1.125
{18 19},{12 30},0.103,0.258,1.2
{18 19},{14 49},0.134,0.336,1.161
{18 19},{26 30},0.107,0.269,1.099
{18 19},{6 14},0.171,0.427,1.102
{18 19},{12 34},0.114,0.286,1.205
{18 19},{14 48},0.161,0.403,1.132
{18 19},{30 46},0.101,0.252,1.116
{18 19},{4 30},0.105,0.263,1.088
{18 19},{16 30},0.126,0.315,1.085
{18 19},{14 16},0.163,0.408,1.075
{18 19},{1 32},0.102,0.255,1.132
{18 19},{32 34},0.126,0.315,1.135
{18 19},{16 34},0.146,0.365,1.098
{18 19},{30 48},0.125,0.313,1.109
{18 19},{1 6},0.13,0.325,1.142
{18 19},{34 44},0.11,0.275,1.104
{18 19},{1 30},0.134,0.335,1.08
{18 19},{1 14},0.173,0.432,1.132
{18 19},{1 34},0.16,0.402,1.141
{18 19},{14 26},0.139,0.348,1.14
{18 19},{14 32},0.137,0.342,1.143
{18 19},{6 48},0.115,0.289,1.129
{18 19},{4 14},0.136,0.34,1.176
{18 19},{14 44},0.129,0.324,1.145
{18 19},{14 15},0.102,0.256,1.16
{18 19},{14 42},0.104,0.26,1.11
{18 19},{30 32},0.107,0.269,1.099
{18 19},{14 21},0.105,0.263,1.131
{18 19},{12 14},0.132,0.33,1.182
{18 19},{26 34},0.122,0.306,1.133
{18 19},{14 28},0.113,0.283,1.103
{18 19},{30 34},0.166,0.415,1.127
{18 19},{6 32},0.105,0.263,1.123
{18 19},{6 16},0.121,0.302,1.086
{18 19},{34 46},0.116,0.29,1.149
{18 19},{30 49},0.105,0.264,1.151
{18 19},{6 30},0.133,0.332,1.083
{18 19},{14 39},0.105,0.264,1.126
{18 19},{4 34},0.123,0.308,1.144
{18 19},{16 48},0.108,0.27,1.091
{18 19},{34 49},0.115,0.289,1.139
{18 19},{14 30},0.186,0.466,1.106
{18 19},{6 34},0.155,0.388,1.102
{18 19},{14 20},0.101,0.254,1.237
{18 19},{14 46},0.126,0.316,1.131
{18 19},{34 48},0.136,0.341,1.077
{18 19},{1 48},0.115,0.288,1.131
{18 19},{14 34},0.215,0.538,1.134
{18 19},{6 14 30},0.105,0.263,1.121
{18 19},{14 30 34},0.133,0.334,1.183
{18 19},{14 26 34},0.1,0.25,1.212
{18 19},{1 14 30},0.108,0.27,1.132
{18 19},{14 16 34},0.115,0.288,1.122
{18 19},{14 30 48},0.102,0.255,1.17
{18 19},{6 14 34},0.121,0.302,1.139
{18 19},{1 14 34},0.128,0.32,1.204
{18 19},{14 34 48},0.113,0.282,1.165
{18 19},{1 6 14},0.101,0.253,1.181
{30 38},{34},0.107,0.679,1.061
{30 38},{14},0.124,0.79,1.102
{30 38},{18},0.116,0.741,1.051
{6 11},{18},0.112,0.743,1.054
{6 11},{34},0.105,0.698,1.09
{6 11},{14},0.108,0.716,0.999
{1 2},{34},0.112,0.736,1.149
{1 2},{14},0.116,0.763,1.064
{1 2},{18},0.118,0.78,1.107
{16 48},{30},0.148,0.596,1.059
{16 48},{6},0.137,0.553,1.049
{16 48},{49},0.106,0.427,1.098
{16 48},{14},0.193,0.777,1.084
{16 48},{12},0.1,0.405,1.109
{16 48},{1},0.138,0.556,1.069
{16 48},{32},0.111,0.45,1.089
{16 48},{26},0.11,0.443,1.074
{16 48},{34},0.165,0.665,1.038
{16 48},{19},0.142,0.575,1.065
{16 48},{18},0.184,0.74,1.05
{16 48},{4},0.103,0.415,1.045
{16 48},{18 30},0.107,0.432,1.089
{16 48},{14 18},0.147,0.592,1.123
{16 48},{1 14},0.108,0.435,1.138
{16 48},{1 18},0.105,0.424,1.095
{16 48},{18 34},0.125,0.505,1.082
{16 48},{6 14},0.108,0.437,1.128
{16 48},{30 34},0.102,0.41,1.115
{16 48},{14 30},0.117,0.472,1.122
{16 48},{14 34},0.132,0.533,1.123
{16 48},{18 19},0.108,0.436,1.091
{16 48},{6 18},0.106,0.427,1.118
{16 48},{14 19},0.112,0.454,1.136
{16 48},{14 18 34},0.102,0.413,1.147
{19 28},{1},0.111,0.587,1.129
{19 28},{6},0.111,0.587,1.113
{19 28},{14},0.147,0.773,1.079
{19 28},{16},0.105,0.552,1.075
{19 28},{30},0.114,0.603,1.07
{19 28},{34},0.128,0.675,1.053
{19 28},{18},0.141,0.742,1.052
{19 28},{14 34},0.102,0.536,1.129
{19 28},{14 18},0.113,0.596,1.13
{6 15},{14},0.12,0.735,1.026
{6 15},{18},0.124,0.758,1.075
{6 15},{30},0.101,0.619,1.099
{6 15},{34},0.113,0.688,1.075
{14 19},{11},0.114,0.286,1.013
{14 19},{32},0.169,0.423,1.024
{14 19},{6},0.221,0.552,1.047
{14 19},{30},0.241,0.602,1.069
{14 19},{44},0.165,0.414,1.111
{14 19},{16},0.214,0.536,1.045
{14 19},{0},0.115,0.287,1.011
{14 19},{34},0.275,0.688,1.075
{14 19},{42},0.133,0.334,1.053
{14 19},{15},0.13,0.325,1.064
{14 19},{21},0.136,0.342,1.114
{14 19},{3},0.104,0.26,1.091
{14 19},{28},0.147,0.368,1.074
{14 19},{39},0.134,0.335,1.06
{14 19},{2},0.119,0.298,1.094
{14 19},{20},0.124,0.312,1.152
{14 19},{46},0.161,0.404,1.084
{14 19},{18},0.306,0.765,1.085
{14 19},{26},0.176,0.44,1.068
{14 19},{49},0.171,0.428,1.1
{14 19},{29},0.117,0.292,1.043
{14 19},{37},0.102,0.256,1.101
{14 19},{48},0.21,0.525,1.096
{14 19},{4},0.173,0.433,1.091
{14 19},{38},0.116,0.292,1.084
{14 19},{12},0.162,0.407,1.114
{14 19},{1},0.22,0.551,1.059
{14 19},{34 48},0.144,0.361,1.141
{14 19},{18 49},0.134,0.336,1.187
{14 19},{1 48},0.12,0.301,1.181
{14 19},{6 18},0.171,0.428,1.121
{14 19},{28 34},0.102,0.255,1.108
{14 19},{18 48},0.161,0.404,1.161
{14 19},{30 46},0.102,0.256,1.135
{14 19},{6 48},0.118,0.296,1.156
{14 19},{16 18},0.163,0.409,1.108
{14 19},{30 44},0.1,0.251,1.157
{14 19},{32 34},0.121,0.303,1.094
{14 19},{30 48},0.131,0.327,1.16
{14 19},{1 18},0.173,0.433,1.118
{14 19},{26 34},0.123,0.307,1.14
{14 19},{18 26},0.139,0.348,1.164
{14 19},{1 30},0.139,0.348,1.121
{14 19},{18 32},0.137,0.343,1.128
{14 19},{4 18},0.136,0.34,1.171
{14 19},{18 44},0.129,0.324,1.196
{14 19},{34 49},0.118,0.297,1.17
{14 19},{1 34},0.159,0.399,1.134
{14 19},{4 30},0.109,0.274,1.134
{14 19},{15 18},0.102,0.256,1.152
{14 19},{6 30},0.136,0.34,1.109
{14 19},{18 42},0.104,0.26,1.159
{14 19},{4 34},0.124,0.311,1.154
{14 19},{6 16},0.118,0.296,1.063
{14 19},{18 21},0.105,0.263,1.182
{14 19},{30 32},0.107,0.267,1.093
{14 19},{6 34},0.154,0.386,1.095
{14 19},{12 18},0.132,0.33,1.211
{14 19},{26 30},0.108,0.272,1.11
{14 19},{18 28},0.113,0.283,1.16
{14 19},{16 30},0.126,0.317,1.092
{14 19},{12 30},0.103,0.258,1.201
{14 19},{30 34},0.168,0.419,1.14
{14 19},{1 6},0.128,0.321,1.128
{14 19},{18 39},0.105,0.264,1.155
{14 19},{16 34},0.148,0.372,1.119
{14 19},{34 46},0.115,0.288,1.14
{14 19},{30 49},0.11,0.276,1.203
{14 19},{1 16},0.12,0.301,1.083
{14 19},{18 30},0.186,0.466,1.175
{14 19},{12 34},0.111,0.279,1.175
{14 19},{18 20},0.101,0.254,1.26
{14 19},{18 46},0.126,0.316,1.127
{14 19},{34 44},0.116,0.29,1.162
{14 19},{16 48},0.112,0.282,1.136
{14 19},{18 34},0.215,0.539,1.155
{14 19},{6 18 30},0.105,0.263,1.188
{14 19},{18 30 34},0.133,0.334,1.239
{14 19},{18 26 34},0.1,0.251,1.237
{14 19},{1 18 30},0.108,0.271,1.204
{14 19},{1 30 34},0.104,0.26,1.217
{14 19},{16 18 34},0.115,0.288,1.174
{14 19},{18 30 48},0.102,0.255,1.242
{14 19},{6 18 34},0.121,0.302,1.155
{14 19},{1 18 34},0.128,0.32,1.182
{14 19},{18 34 48},0.113,0.282,1.2
{14 19},{1 6 18},0.101,0.253,1.164
{18 47},{14},0.11,0.768,1.072
{18 44},{30},0.158,0.584,1.036
{18 44},{19},0.159,0.589,1.091
{18 44},{49},0.108,0.4,1.03
{18 44},{26},0.119,0.441,1.069
{18 44},{34},0.188,0.695,1.084
{18 44},{6},0.153,0.564,1.069
{18 44},{46},0.112,0.414,1.111
{18 44},{14},0.212,0.783,1.093
{18 44},{4},0.119,0.438,1.105
{18 44},{32},0.121,0.447,1.083
{18 44},{12},0.105,0.387,1.058
{18 44},{16},0.144,0.532,1.037
{18 44},{48},0.136,0.501,1.047
{18 44},{1},0.155,0.571,1.099
{18 44},{14 48},0.111,0.409,1.148
{18 44},{14 30},0.128,0.473,1.123
{18 44},{6 14},0.119,0.441,1.137
{18 44},{1 34},0.111,0.409,1.161
{18 44},{19 34},0.11,0.406,1.13
{18 44},{14 16},0.116,0.427,1.125
{18 44},{14 19},0.129,0.478,1.196
{18 44},{1 14},0.123,0.456,1.193
{18 44},{30 34},0.109,0.401,1.091
{18 44},{6 34},0.107,0.394,1.118
{18 44},{14 34},0.151,0.559,1.178
{39 49},{14},0.102,0.78,1.088
{4 21},{14},0.101,0.776,1.082
{19 29},{34},0.107,0.675,1.054
{19 29},{14},0.117,0.734,1.024
{19 29},{18},0.124,0.778,1.103
{30 46},{16},0.122,0.541,1.053
{30 46},{1},0.128,0.567,1.091
{30 46},{19},0.128,0.569,1.054
{30 46},{32},0.105,0.464,1.124
{30 46},{14},0.175,0.774,1.08
{30 46},{4},0.101,0.446,1.124
{30 46},{18},0.17,0.75,1.064
{30 46},{26},0.102,0.452,1.096
{30 46},{34},0.153,0.679,1.061
{30 46},{48},0.12,0.533,1.114
{30 46},{6},0.132,0.583,1.106
{30 46},{18 34},0.117,0.52,1.115
{30 46},{14 34},0.12,0.53,1.117
{30 46},{1 14},0.101,0.446,1.168
{30 46},{6 18},0.102,0.452,1.184
{30 46},{18 19},0.101,0.446,1.116
{30 46},{14 19},0.102,0.453,1.135
{30 46},{6 14},0.1,0.443,1.143
{30 46},{14 18},0.136,0.601,1.14
{0 19},{18},0.113,0.744,1.056
{0 19},{14},0.115,0.758,1.057
{0 19},{34},0.104,0.689,1.076
{6 14},{1},0.214,0.552,1.063
{6 14},{28},0.149,0.385,1.124
{6 14},{19},0.221,0.569,1.054
{6 14},{3},0.1,0.258,1.084
{6 14},{32},0.173,0.445,1.078
{6 14},{30},0.235,0.605,1.074
{6 14},{2},0.119,0.306,1.124
{6 14},{18},0.29,0.747,1.059
{6 14},{34},0.265,0.684,1.068
{6 14},{49},0.164,0.423,1.089
{6 14},{42},0.127,0.329,1.036
{6 14},{0},0.117,0.303,1.066
{6 14},{15},0.12,0.311,1.018
{6 14},{21},0.137,0.353,1.151
{6 14},{4},0.164,0.423,1.065
{6 14},{12},0.155,0.399,1.093
{6 14},{39},0.129,0.332,1.051
{6 14},{16},0.209,0.538,1.048
{6 14},{20},0.119,0.308,1.139
{6 14},{46},0.156,0.404,1.084
{6 14},{26},0.167,0.43,1.043
{6 14},{44},0.155,0.401,1.075
{6 14},{29},0.118,0.305,1.087
{6 14},{48},0.194,0.5,1.044
{6 14},{11},0.108,0.278,0.986
{6 14},{38},0.114,0.293,1.091
{6 14},{1 18},0.165,0.427,1.103
{6 14},{30 34},0.162,0.417,1.134
{6 14},{12 18},0.118,0.306,1.121
{6 14},{26 34},0.114,0.295,1.095
{6 14},{1 34},0.155,0.401,1.139
{6 14},{34 46},0.113,0.293,1.157
{6 14},{30 49},0.107,0.275,1.201
{6 14},{18 19},0.171,0.441,1.102
{6 14},{34 49},0.115,0.296,1.167
{6 14},{18 26},0.128,0.33,1.104
{6 14},{16 30},0.125,0.322,1.11
{6 14},{34 48},0.137,0.353,1.115
{6 14},{18 44},0.119,0.308,1.137
{6 14},{19 48},0.118,0.305,1.138
{6 14},{16 34},0.142,0.367,1.103
{6 14},{1 16},0.12,0.309,1.113
{6 14},{18 21},0.105,0.271,1.218
{6 14},{16 48},0.108,0.28,1.128
{6 14},{30 46},0.1,0.258,1.143
{6 14},{12 34},0.104,0.269,1.134
{6 14},{18 28},0.113,0.293,1.198
{6 14},{32 34},0.122,0.314,1.133
{6 14},{30 48},0.12,0.31,1.098
{6 14},{1 48},0.112,0.288,1.132
{6 14},{34 44},0.108,0.28,1.121
{6 14},{18 32},0.134,0.347,1.142
{6 14},{19 30},0.136,0.35,1.107
{6 14},{18 30},0.174,0.449,1.132
{6 14},{4 30},0.108,0.278,1.151
{6 14},{16 19},0.118,0.305,1.064
{6 14},{18 46},0.125,0.324,1.154
{6 14},{19 34},0.154,0.398,1.105
{6 14},{4 18},0.124,0.321,1.106
{6 14},{18 34},0.202,0.522,1.118
{6 14},{4 34},0.116,0.299,1.112
{6 14},{18 49},0.128,0.33,1.165
{6 14},{1 19},0.128,0.33,1.146
{6 14},{16 18},0.157,0.405,1.099
{6 14},{18 48},0.151,0.391,1.124
{6 14},{30 32},0.112,0.289,1.182
{6 14},{28 34},0.106,0.274,1.19
{6 14},{26 30},0.104,0.269,1.098
{6 14},{1 30},0.137,0.353,1.138
{6 14},{18 19 30},0.105,0.271,1.144
{6 14},{18 34 48},0.109,0.281,1.193
{6 14},{16 18 34},0.11,0.283,1.153
{6 14},{18 30 34},0.122,0.316,1.171
{6 14},{1 18 30},0.103,0.266,1.182
{6 14},{18 19 34},0.121,0.312,1.137
{6 14},{1 18 34},0.121,0.312,1.154
{6 14},{1 18 19},0.101,0.261,1.17
{20 30},{34},0.104,0.675,1.054
{20 30},{14},0.122,0.792,1.105
{20 30},{18},0.112,0.729,1.035
{14 47},{34},0.101,0.659,1.028
{14 47},{18},0.11,0.72,1.021
{14 44},{19},0.165,0.585,1.084
{14 44},{49},0.11,0.388,0.998
{14 44},{42},0.101,0.356,1.122
{14 44},{16},0.152,0.539,1.05
{14 44},{26},0.123,0.435,1.055
{14 44},{34},0.195,0.69,1.077
{14 44},{46},0.112,0.396,1.064
{14 44},{32},0.123,0.434,1.051
{14 44},{48},0.145,0.512,1.069
{14 44},{18},0.212,0.75,1.064
{14 44},{6},0.155,0.55,1.042
{14 44},{30},0.17,0.599,1.064
{14 44},{4},0.121,0.429,1.082
{14 44},{12},0.112,0.397,1.088
{14 44},{1},0.157,0.554,1.066
{14 44},{18 48},0.111,0.392,1.126
{14 44},{30 34},0.115,0.406,1.102
{14 44},{18 30},0.128,0.453,1.141
{14 44},{6 18},0.119,0.422,1.106
{14 44},{19 30},0.1,0.354,1.118
{14 44},{1 34},0.112,0.396,1.126
{14 44},{16 18},0.116,0.409,1.11
{14 44},{18 19},0.129,0.458,1.145
{14 44},{1 18},0.123,0.436,1.127
{14 44},{6 34},0.108,0.383,1.088
{14 44},{16 34},0.105,0.371,1.118
{14 44},{18 34},0.151,0.535,1.148
{14 44},{34 48},0.102,0.361,1.141
{14 44},{19 34},0.116,0.409,1.138
{3 14},{6},0.1,0.573,1.085
{3 14},{19},0.104,0.594,1.1
{3 14},{30},0.107,0.615,1.091
{3 14},{18},0.133,0.763,1.083
{3 14},{34},0.123,0.702,1.096
{16 42},{34},0.115,0.679,1.06
{16 42},{18},0.123,0.726,1.03
{16 42},{14},0.129,0.76,1.06
{21 48},{14},0.116,0.797,1.112
{21 48},{18},0.108,0.737,1.046
{21 32},{14},0.101,0.775,1.081
{5 18},{14},0.129,0.778,1.085
{5 18},{34},0.115,0.693,1.082
{4 16},{19},0.123,0.605,1.121
{4 16},{6},0.12,0.587,1.112
{4 16},{18},0.153,0.752,1.066
{4 16},{14},0.153,0.75,1.046
{4 16},{30},0.126,0.619,1.1
{4 16},{1},0.112,0.547,1.053
{4 16},{34},0.142,0.696,1.087
{4 16},{48},0.103,0.503,1.051
{4 16},{14 18},0.118,0.58,1.1
{4 16},{14 34},0.108,0.531,1.118
{4 16},{18 34},0.11,0.538,1.152
{4 48},{34},0.139,0.707,1.104
{4 48},{18},0.148,0.753,1.068
{4 48},{30},0.123,0.623,1.106
{4 48},{6},0.112,0.567,1.075
{4 48},{14},0.148,0.753,1.051
{4 48},{19},0.116,0.587,1.088
{4 48},{16},0.103,0.521,1.016
{4 48},{1},0.109,0.555,1.068
{4 48},{14 18},0.115,0.585,1.11
{4 48},{14 34},0.108,0.55,1.158
{4 48},{18 34},0.109,0.553,1.186
{6 38},{34},0.104,0.705,1.101
{6 38},{18},0.113,0.766,1.087
{6 38},{14},0.114,0.773,1.079
{46 48},{34},0.13,0.685,1.07
{46 48},{19},0.105,0.552,1.023
{46 48},{6},0.108,0.568,1.076
{46 48},{14},0.145,0.763,1.064
{46 48},{1},0.104,0.548,1.055
{46 48},{18},0.146,0.772,1.094
{46 48},{30},0.12,0.634,1.126
{46 48},{14 18},0.115,0.605,1.147
{46 48},{18 34},0.102,0.54,1.157
{46 48},{14 34},0.102,0.54,1.136
{16 20},{14},0.112,0.772,1.077
{16 20},{18},0.105,0.724,1.026
{6 26},{19},0.127,0.572,1.061
{6 26},{48},0.11,0.498,1.041
{6 26},{16},0.12,0.542,1.056
{6 26},{32},0.1,0.452,1.095
{6 26},{30},0.131,0.593,1.054
{6 26},{34},0.149,0.672,1.048
{6 26},{18},0.164,0.741,1.051
{6 26},{14},0.167,0.753,1.051
{6 26},{4},0.101,0.455,1.146
{6 26},{1},0.12,0.544,1.046
{6 26},{14 34},0.114,0.517,1.088
{6 26},{14 18},0.128,0.578,1.097
{6 26},{18 34},0.113,0.511,1.094
{6 26},{14 30},0.104,0.47,1.116
{1 6},{14},0.214,0.754,1.051
{1 6},{21},0.107,0.376,1.225
{1 6},{28},0.111,0.391,1.142
{1 6},{32},0.132,0.464,1.123
{1 6},{30},0.175,0.614,1.09
{1 6},{34},0.201,0.708,1.105
{1 6},{49},0.117,0.411,1.057
{1 6},{12},0.113,0.399,1.092
{1 6},{16},0.158,0.556,1.084
{1 6},{4},0.126,0.445,1.121
{1 6},{19},0.167,0.587,1.088
{1 6},{46},0.12,0.424,1.138
{1 6},{26},0.12,0.424,1.027
{1 6},{44},0.116,0.408,1.095
{1 6},{48},0.141,0.496,1.037
{1 6},{18},0.218,0.765,1.085
{1 6},{14 18},0.165,0.582,1.104
{1 6},{14 34},0.155,0.547,1.152
{1 6},{18 48},0.109,0.384,1.104
{1 6},{18 19},0.13,0.457,1.142
{1 6},{34 48},0.104,0.367,1.161
{1 6},{14 16},0.12,0.421,1.11
{1 6},{18 32},0.105,0.37,1.218
{1 6},{16 18},0.122,0.428,1.162
{1 6},{16 34},0.108,0.38,1.144
{1 6},{14 48},0.112,0.393,1.104
{1 6},{30 34},0.124,0.438,1.19
{1 6},{14 19},0.128,0.451,1.128
{1 6},{19 30},0.103,0.364,1.15
{1 6},{18 30},0.129,0.455,1.148
{1 6},{19 34},0.121,0.425,1.181
{1 6},{14 30},0.137,0.481,1.143
{1 6},{18 34},0.156,0.548,1.175
{1 6},{14 18 30},0.103,0.363,1.171
{1 6},{14 18 34},0.121,0.426,1.182
{1 6},{14 18 19},0.101,0.356,1.164
{1 28},{19},0.111,0.591,1.096
{1 28},{18},0.142,0.754,1.069
{1 28},{6},0.111,0.589,1.117
{1 28},{14},0.146,0.773,1.079
{1 28},{16},0.104,0.554,1.08
{1 28},{30},0.114,0.607,1.078
{1 28},{34},0.132,0.701,1.094
{1 28},{14 34},0.105,0.559,1.178
{1 28},{18 34},0.101,0.538,1.153
{1 28},{14 18},0.114,0.605,1.148
{15 18},{1},0.119,0.537,1.032
{15 18},{30},0.135,0.607,1.078
{15 18},{6},0.124,0.558,1.057
{15 18},{34},0.149,0.672,1.048
{15 18},{14},0.164,0.739,1.031
{15 18},{16},0.121,0.544,1.061
{15 18},{48},0.114,0.511,1.068
{15 18},{19},0.134,0.603,1.117
{15 18},{26},0.101,0.454,1.102
{15 18},{14 30},0.106,0.477,1.132
{15 18},{14 34},0.114,0.513,1.08
{15 18},{14 19},0.102,0.46,1.152
{16 19},{6},0.161,0.563,1.067
{16 19},{26},0.127,0.445,1.08
{16 19},{32},0.127,0.444,1.076
{16 19},{14},0.214,0.748,1.044
{16 19},{12},0.117,0.409,1.12
{16 19},{30},0.167,0.583,1.035
{16 19},{4},0.123,0.431,1.087
{16 19},{44},0.111,0.387,1.037
{16 19},{34},0.19,0.663,1.035
{16 19},{1},0.16,0.559,1.076
{16 19},{28},0.105,0.366,1.069
{16 19},{46},0.11,0.385,1.033
{16 19},{18},0.215,0.751,1.065
{16 19},{49},0.121,0.424,1.091
{16 19},{48},0.142,0.498,1.039
{16 19},{1 18},0.125,0.436,1.126
{16 19},{18 30},0.126,0.439,1.108
{16 19},{14 18},0.163,0.57,1.081
{16 19},{18 34},0.146,0.509,1.092
{16 19},{6 34},0.105,0.367,1.042
{16 19},{30 34},0.113,0.394,1.07
{16 19},{1 34},0.112,0.39,1.109
{16 19},{6 14},0.118,0.413,1.064
{16 19},{14 30},0.126,0.442,1.049
{16 19},{6 18},0.121,0.422,1.105
{16 19},{14 34},0.148,0.519,1.092
{16 19},{18 48},0.108,0.378,1.086
{16 19},{1 14},0.12,0.42,1.098
{16 19},{14 48},0.112,0.393,1.103
{16 19},{14 18 34},0.115,0.402,1.116
{6 46},{16},0.113,0.538,1.048
{6 46},{19},0.125,0.593,1.1
{6 46},{18},0.165,0.782,1.109
{6 46},{48},0.108,0.511,1.067
{6 46},{14},0.156,0.742,1.035
{6 46},{1},0.12,0.571,1.099
{6 46},{30},0.132,0.625,1.11
{6 46},{34},0.149,0.707,1.104
{6 46},{14 34},0.113,0.538,1.133
{6 46},{18 30},0.102,0.484,1.22
{6 46},{18 34},0.12,0.568,1.218
{6 46},{14 30},0.1,0.475,1.127
{6 46},{14 18},0.125,0.595,1.128
{21 34},{18},0.143,0.731,1.037
{21 34},{19},0.118,0.604,1.119
{21 34},{16},0.11,0.56,1.09
{21 34},{30},0.117,0.597,1.06
{21 34},{1},0.118,0.604,1.161
{21 34},{6},0.121,0.616,1.167
{21 34},{14},0.152,0.774,1.08
{21 34},{14 18},0.114,0.583,1.106
{18 26},{30},0.179,0.598,1.061
{18 26},{34},0.203,0.677,1.056
{18 26},{49},0.123,0.412,1.061
{18 26},{19},0.176,0.586,1.087
{18 26},{12},0.114,0.38,1.04
{18 26},{46},0.122,0.407,1.093
{18 26},{44},0.119,0.399,1.07
{18 26},{6},0.164,0.548,1.04
{18 26},{48},0.152,0.508,1.062
{18 26},{14},0.232,0.776,1.083
{18 26},{4},0.13,0.436,1.099
{18 26},{16},0.167,0.559,1.088
{18 26},{15},0.101,0.338,1.106
{18 26},{1},0.165,0.551,1.059
{18 26},{28},0.107,0.357,1.042
{18 26},{32},0.128,0.428,1.037
{18 26},{16 34},0.116,0.387,1.164
{18 26},{1 30},0.102,0.34,1.097
{18 26},{19 30},0.107,0.359,1.135
{18 26},{4 14},0.103,0.344,1.192
{18 26},{1 34},0.117,0.39,1.108
{18 26},{14 32},0.1,0.334,1.117
{18 26},{6 14},0.128,0.428,1.104
{18 26},{14 30},0.145,0.484,1.149
{18 26},{6 34},0.113,0.378,1.073
{18 26},{14 34},0.163,0.546,1.15
{18 26},{14 49},0.101,0.337,1.165
{18 26},{14 16},0.134,0.447,1.177
{18 26},{14 19},0.139,0.465,1.164
{18 26},{1 14},0.131,0.438,1.147
{18 26},{19 34},0.122,0.408,1.134
{18 26},{30 34},0.125,0.419,1.139
{18 26},{14 48},0.12,0.402,1.13
{18 26},{34 48},0.104,0.347,1.096
{18 26},{14 19 34},0.1,0.334,1.216
{18 26},{14 30 34},0.105,0.35,1.24
{11 30},{19},0.103,0.598,1.108
{11 30},{18},0.127,0.738,1.047
{11 30},{14},0.123,0.718,1.002
{11 30},{34},0.12,0.699,1.091
{34 41},{14},0.105,0.744,1.037
{34 41},{18},0.104,0.732,1.038
{1 29},{14},0.111,0.752,1.05
{1 29},{18},0.114,0.77,1.093
{1 29},{34},0.1,0.676,1.055
{4 42},{14},0.102,0.756,1.054
{0 1},{14},0.117,0.768,1.072
{0 1},{18},0.113,0.742,1.052
{0 1},{34},0.106,0.698,1.09
{4 34},{12},0.104,0.388,1.062
{4 34},{44},0.109,0.405,1.086
{4 34},{32},0.119,0.441,1.069
{4 34},{48},0.139,0.518,1.082
{4 34},{19},0.161,0.597,1.107
{4 34},{18},0.205,0.76,1.077
{4 34},{6},0.157,0.585,1.109
{4 34},{14},0.201,0.745,1.039
{4 34},{1},0.153,0.568,1.092
{4 34},{26},0.12,0.445,1.079
{4 34},{49},0.112,0.418,1.074
{4 34},{16},0.142,0.528,1.029
{4 34},{30},0.167,0.621,1.102
{4 34},{46},0.114,0.423,1.135
