antecedent,consequent,support,confidence,lift
{48},{42},0.16,0.334,1.054
{48},{16},0.248,0.518,1.009
{48},{21},0.146,0.305,0.995
{48},{35},0.109,0.229,1.032
{48},{4},0.197,0.412,1.038
{48},{46},0.19,0.397,1.065
{48},{47},0.103,0.216,1.048
{48},{39},0.162,0.338,1.07
{48},{37},0.123,0.256,1.101
{48},{41},0.104,0.218,1.054
{48},{12},0.182,0.38,1.039
{48},{32},0.205,0.427,1.035
{48},{11},0.138,0.289,1.026
{48},{44},0.186,0.388,1.041
{48},{5},0.119,0.249,1.096
{48},{49},0.191,0.399,1.025
{48},{1},0.255,0.532,1.023
{48},{15},0.155,0.325,1.064
{48},{30},0.282,0.59,1.047
{48},{20},0.128,0.267,0.986
{48},{43},0.1,0.209,1.006
{48},{28},0.171,0.357,1.042
{48},{38},0.137,0.286,1.062
{48},{6},0.256,0.534,1.013
{48},{3},0.12,0.251,1.053
{48},{19},0.268,0.559,1.036
{48},{34},0.316,0.661,1.031
{48},{26},0.205,0.428,1.037
{48},{29},0.134,0.28,0.999
{48},{19 49},0.108,0.226,1.033
{48},{14 15},0.113,0.237,1.073
{48},{1 14},0.195,0.408,1.067
{48},{19 44},0.109,0.229,1.075
{48},{6 30},0.154,0.323,1.052
{48},{6 26},0.11,0.231,1.041
{48},{14 38},0.105,0.22,1.075
{48},{12 30},0.114,0.238,1.109
{48},{14 34},0.242,0.506,1.066
{48},{6 34},0.177,0.369,1.046
{48},{1 12},0.103,0.215,1.067
{48},{4 34},0.139,0.291,1.082
{48},{18 39},0.12,0.252,1.101
{48},{30 39},0.104,0.218,1.131
{48},{16 30},0.148,0.309,1.065
{48},{11 14},0.101,0.21,1.056
{48},{1 30},0.157,0.328,1.059
{48},{1 26},0.11,0.231,1.06
{48},{19 30},0.165,0.346,1.093
{48},{0 18},0.108,0.226,1.098
{48},{11 18},0.104,0.217,1.058
{48},{1 34},0.179,0.373,1.059
{48},{30 32},0.123,0.257,1.051
{48},{18 38},0.101,0.212,1.076
{48},{18 34},0.235,0.491,1.053
{48},{6 16},0.137,0.286,1.029
{48},{16 49},0.106,0.221,1.041
{48},{28 34},0.12,0.252,1.094
{48},{14 16},0.193,0.402,1.059
{48},{30 34},0.191,0.398,1.081
{48},{12 16},0.1,0.21,1.044
{48},{14 28},0.131,0.273,1.065
{48},{0 14},0.111,0.231,1.089
{48},{4 18},0.148,0.31,1.068
{48},{12 19},0.108,0.225,1.104
{48},{14 29},0.101,0.212,1.053
{48},{12 18},0.14,0.293,1.076
{48},{1 44},0.103,0.215,1.076
{48},{18 42},0.117,0.245,1.091
{48},{34 46},0.13,0.272,1.075
{48},{14 30},0.218,0.454,1.079
{48},{34 44},0.127,0.266,1.064
{48},{14 26},0.156,0.327,1.07
{48},{34 49},0.13,0.272,1.074
{48},{1 16},0.138,0.288,1.037
{48},{14 21},0.116,0.243,1.046
{48},{26 34},0.135,0.283,1.049
{48},{4 30},0.123,0.256,1.062
{48},{4 6},0.112,0.233,1.043
{48},{6 12},0.106,0.222,1.096
{48},{1 19},0.148,0.309,1.071
{48},{4 14},0.148,0.31,1.073
{48},{15 18},0.114,0.238,1.068
{48},{1 18},0.194,0.405,1.046
{48},{12 14},0.141,0.294,1.054
{48},{2 18},0.107,0.223,1.101
{48},{18 28},0.125,0.261,1.07
{48},{6 32},0.116,0.243,1.038
{48},{19 46},0.105,0.219,1.063
{48},{18 29},0.104,0.217,1.028
{48},{14 32},0.153,0.32,1.069
{48},{6 46},0.108,0.225,1.067
{48},{6 49},0.109,0.228,1.062
{48},{18 30},0.205,0.429,1.08
{48},{14 46},0.145,0.302,1.084
{48},{18 26},0.152,0.318,1.062
{48},{2 14},0.104,0.217,1.077
{48},{14 44},0.145,0.302,1.069
{48},{28 30},0.1,0.21,1.069
{48},{16 32},0.111,0.233,1.04
{48},{14 49},0.146,0.306,1.059
{48},{18 21},0.108,0.225,1.011
{48},{12 34},0.122,0.254,1.071
{48},{34 39},0.109,0.229,1.091
{48},{6 19},0.151,0.316,1.061
{48},{16 26},0.11,0.229,1.033
{48},{1 32},0.113,0.236,1.047
{48},{6 18},0.191,0.398,1.042
{48},{14 19},0.21,0.438,1.096
{48},{16 34},0.165,0.344,1.036
{48},{14 18},0.27,0.564,1.071
{48},{1 46},0.104,0.217,1.079
{48},{4 19},0.116,0.242,1.06
{48},{14 42},0.121,0.252,1.079
{48},{32 34},0.141,0.294,1.061
{48},{1 49},0.102,0.213,1.041
{48},{19 26},0.119,0.249,1.073
{48},{18 32},0.152,0.317,1.044
{48},{16 19},0.142,0.298,1.039
{48},{26 30},0.126,0.263,1.074
{48},{16 18},0.184,0.383,1.04
{48},{6 14},0.194,0.405,1.044
{48},{19 34},0.178,0.371,1.031
{48},{18 46},0.146,0.306,1.091
{48},{30 46},0.12,0.252,1.114
{48},{18 44},0.136,0.284,1.047
{48},{15 34},0.104,0.218,1.082
{48},{18 49},0.14,0.293,1.037
{48},{30 49},0.12,0.252,1.097
{48},{14 39},0.125,0.261,1.116
{48},{30 44},0.114,0.238,1.097
{48},{4 16},0.103,0.215,1.051
{48},{19 32},0.114,0.238,1.055
{48},{18 19},0.201,0.42,1.049
{48},{1 4},0.109,0.229,1.07
{48},{34 42},0.105,0.22,1.051
{48},{1 6},0.141,0.295,1.037
{48},{16 18 30},0.107,0.224,1.088
{48},{14 16 18},0.147,0.307,1.094
{48},{14 19 34},0.144,0.301,1.095
{48},{14 18 44},0.111,0.231,1.09
{48},{1 14 16},0.108,0.225,1.081
{48},{1 30 34},0.112,0.235,1.1
{48},{1 14 19},0.12,0.251,1.141
{48},{1 6 18},0.109,0.228,1.047
{48},{14 18 19},0.161,0.337,1.101
{48},{1 14 18},0.153,0.321,1.095
{48},{18 30 34},0.144,0.302,1.119
{48},{1 16 18},0.105,0.22,1.049
{48},{16 18 34},0.125,0.261,1.064
{48},{14 30 34},0.151,0.315,1.116
{48},{4 14 18},0.115,0.241,1.097
{48},{6 14 34},0.137,0.286,1.077
{48},{1 14 30},0.126,0.263,1.1
{48},{6 18 30},0.118,0.247,1.117
{48},{6 14 19},0.118,0.247,1.119
{48},{18 19 30},0.125,0.261,1.103
{48},{14 18 32},0.12,0.251,1.088
{48},{1 18 34},0.14,0.293,1.082
{48},{1 6 34},0.104,0.218,1.084
{48},{14 19 30},0.131,0.273,1.135
{48},{14 18 46},0.115,0.24,1.114
{48},{1 14 34},0.14,0.293,1.105
{48},{6 14 16},0.108,0.226,1.086
{48},{14 18 49},0.112,0.235,1.071
{48},{6 18 34},0.135,0.282,1.078
{48},{6 18 19},0.115,0.241,1.087
{48},{12 14 18},0.113,0.236,1.096
{48},{4 14 34},0.108,0.226,1.129
{48},{6 14 30},0.12,0.251,1.07
{48},{1 6 14},0.112,0.233,1.09
{48},{16 30 34},0.102,0.213,1.108
{48},{14 16 30},0.117,0.245,1.111
{48},{1 18 30},0.115,0.24,1.066
{48},{4 18 34},0.109,0.228,1.114
{48},{14 16 34},0.132,0.276,1.075
{48},{14 18 30},0.165,0.345,1.114
{48},{14 18 26},0.12,0.252,1.083
{48},{6 14 18},0.151,0.316,1.092
{48},{19 30 34},0.111,0.233,1.085
{48},{16 18 19},0.108,0.226,1.051
{48},{6 30 34},0.109,0.227,1.093
{48},{14 18 34},0.187,0.391,1.085
{48},{1 19 34},0.103,0.215,1.06
{48},{18 34 46},0.102,0.214,1.102
{48},{18 32 34},0.107,0.224,1.073
{48},{18 26 34},0.104,0.217,1.07
{48},{14 34 49},0.101,0.211,1.099
{48},{14 34 46},0.102,0.214,1.113
{48},{14 34 44},0.102,0.213,1.092
{48},{14 32 34},0.109,0.227,1.086
{48},{18 19 34},0.136,0.284,1.038
{48},{6 16 18},0.106,0.221,1.082
{48},{14 26 34},0.108,0.226,1.093
{48},{6 19 34},0.105,0.22,1.078
{48},{1 18 19},0.115,0.24,1.079
{48},{14 16 19},0.112,0.235,1.096
{48},{1 14 18 34},0.113,0.236,1.122
{48},{6 14 18 34},0.109,0.227,1.124
{48},{14 18 19 30},0.102,0.213,1.142
{48},{14 18 30 34},0.119,0.249,1.156
{48},{14 18 19 34},0.113,0.236,1.094
{48},{14 16 18 34},0.102,0.214,1.1
{4},{1},0.214,0.538,1.035
{4},{21},0.131,0.33,1.075
{4},{16},0.204,0.515,1.003
{4},{48},0.197,0.497,1.038
{4},{0},0.112,0.283,0.997
{4},{2},0.112,0.283,1.04
{4},{42},0.135,0.341,1.073
{4},{34},0.269,0.679,1.059
{4},{20},0.106,0.267,0.985
{4},{19},0.228,0.575,1.066
{4},{44},0.157,0.397,1.064
{4},{26},0.172,0.432,1.048
{4},{32},0.169,0.425,1.029
{4},{12},0.155,0.392,1.073
{4},{28},0.135,0.34,0.993
{4},{29},0.116,0.292,1.041
{4},{11},0.123,0.31,1.101
{4},{15},0.121,0.305,1.0
{4},{14},0.289,0.728,1.016
{4},{38},0.118,0.297,1.104
{4},{49},0.159,0.401,1.032
{4},{30},0.242,0.609,1.081
{4},{46},0.158,0.398,1.068
{4},{6},0.224,0.564,1.07
{4},{18},0.29,0.732,1.038
{4},{37},0.102,0.257,1.101
{4},{39},0.129,0.325,1.03
{4},{1 14},0.159,0.401,1.05
{4},{14 42},0.102,0.257,1.1
{4},{12 34},0.104,0.263,1.108
{4},{18 28},0.101,0.255,1.043
{4},{14 21},0.101,0.256,1.099
{4},{34 44},0.109,0.275,1.102
{4},{32 34},0.119,0.299,1.08
{4},{34 48},0.139,0.352,1.111
{4},{18 32},0.127,0.32,1.053
{4},{19 30},0.139,0.352,1.111
{4},{14 28},0.103,0.261,1.016
{4},{18 30},0.173,0.435,1.096
{4},{16 19},0.123,0.311,1.087
{4},{1 19},0.124,0.312,1.082
{4},{18 46},0.121,0.306,1.092
{4},{19 34},0.161,0.405,1.127
{4},{14 32},0.124,0.314,1.048
{4},{18 34},0.205,0.516,1.105
{4},{6 30},0.14,0.354,1.155
{4},{18 49},0.118,0.299,1.055
{4},{14 30},0.184,0.463,1.101
{4},{6 16},0.12,0.302,1.085
{4},{30 46},0.101,0.254,1.124
{4},{1 30},0.14,0.352,1.137
{4},{14 46},0.12,0.304,1.088
{4},{6 34},0.157,0.397,1.127
{4},{16 18},0.153,0.387,1.049
{4},{18 48},0.148,0.374,1.076
{4},{1 18},0.163,0.412,1.065
{4},{14 34},0.201,0.505,1.065
{4},{14 49},0.121,0.306,1.059
{4},{1 34},0.153,0.385,1.094
{4},{30 44},0.1,0.252,1.165
{4},{30 48},0.123,0.31,1.096
{4},{6 48},0.112,0.282,1.101
{4},{14 48},0.148,0.374,1.051
{4},{6 14},0.164,0.413,1.065
{4},{26 34},0.12,0.302,1.12
{4},{12 18},0.122,0.309,1.132
{4},{12 14},0.12,0.304,1.088
{4},{34 49},0.112,0.283,1.118
{4},{18 19},0.173,0.437,1.092
{4},{19 26},0.105,0.265,1.139
{4},{18 26},0.13,0.329,1.099
{4},{14 16},0.153,0.386,1.017
{4},{16 30},0.126,0.319,1.099
{4},{6 19},0.132,0.334,1.119
{4},{14 19},0.173,0.436,1.091
{4},{18 44},0.119,0.299,1.105
{4},{1 16},0.112,0.282,1.015
{4},{19 48},0.116,0.292,1.091
{4},{30 32},0.104,0.262,1.069
{4},{6 26},0.101,0.254,1.146
{4},{6 32},0.102,0.257,1.095
{4},{1 6},0.126,0.319,1.121
{4},{16 34},0.142,0.358,1.078
{4},{14 26},0.129,0.326,1.069
{4},{26 30},0.11,0.278,1.138
{4},{14 44},0.121,0.306,1.082
{4},{6 18},0.166,0.42,1.099
{4},{14 18},0.22,0.554,1.051
{4},{30 34},0.167,0.421,1.145
{4},{16 48},0.103,0.259,1.045
{4},{34 46},0.114,0.287,1.134
{4},{1 48},0.109,0.276,1.084
{4},{30 49},0.103,0.261,1.137
{4},{14 18 26},0.103,0.26,1.119
{4},{19 30 34},0.1,0.253,1.18
{4},{14 16 18},0.118,0.299,1.065
{4},{18 19 30},0.105,0.265,1.118
{4},{1 18 30},0.102,0.257,1.144
{4},{14 18 48},0.115,0.291,1.077
{4},{1 18 34},0.12,0.302,1.116
{4},{1 14 30},0.109,0.276,1.155
{4},{1 14 34},0.115,0.29,1.092
{4},{14 18 19},0.136,0.342,1.12
{4},{14 34 48},0.108,0.273,1.128
{4},{6 18 30},0.102,0.257,1.162
{4},{14 19 30},0.109,0.276,1.147
{4},{14 18 30},0.138,0.347,1.122
{4},{1 30 34},0.101,0.256,1.197
{4},{14 16 34},0.108,0.273,1.065
{4},{6 18 34},0.122,0.308,1.175
{4},{14 19 34},0.124,0.313,1.138
{4},{6 14 30},0.108,0.272,1.158
{4},{14 18 34},0.158,0.399,1.106
{4},{6 14 18},0.124,0.314,1.083
{4},{6 30 34},0.1,0.252,1.214
{4},{18 34 48},0.109,0.275,1.169
{4},{16 18 34},0.11,0.277,1.127
{4},{6 14 34},0.116,0.293,1.103
{4},{14 30 34},0.129,0.325,1.15
{4},{18 19 34},0.123,0.31,1.133
{4},{1 14 18},0.125,0.315,1.078
{4},{18 30 34},0.124,0.314,1.164
{4},{14 18 30 34},0.1,0.252,1.169
{19},{32},0.226,0.419,1.014
{19},{3},0.137,0.254,1.064
{19},{18},0.4,0.741,1.051
{19},{28},0.19,0.352,1.028
{19},{14},0.399,0.74,1.033
{19},{29},0.159,0.295,1.052
{19},{0},0.151,0.281,0.988
{19},{16},0.286,0.531,1.034
{19},{41},0.123,0.228,1.1
{19},{24},0.117,0.216,1.018
{19},{43},0.114,0.212,1.02
{19},{38},0.147,0.273,1.016
{19},{49},0.219,0.406,1.045
{19},{30},0.316,0.586,1.041
{19},{4},0.228,0.423,1.066
{19},{46},0.206,0.382,1.025
{19},{35},0.119,0.221,0.999
{19},{12},0.204,0.378,1.034
{19},{37},0.132,0.245,1.052
{19},{39},0.178,0.33,1.043
{19},{2},0.157,0.291,1.066
{19},{5},0.119,0.221,0.973
{19},{15},0.175,0.323,1.059
{19},{21},0.175,0.323,1.055
{19},{48},0.268,0.496,1.036
{19},{6},0.298,0.553,1.048
{19},{42},0.175,0.324,1.021
{19},{11},0.161,0.299,1.059
{19},{34},0.36,0.667,1.041
{19},{20},0.156,0.29,1.072
{19},{47},0.114,0.211,1.023
{19},{44},0.213,0.394,1.056
{19},{1},0.288,0.534,1.028
{19},{26},0.233,0.431,1.045
{19},{48 49},0.108,0.201,1.053
{19},{11 30},0.103,0.19,1.108
{19},{11 14},0.114,0.212,1.062
{19},{44 48},0.109,0.203,1.091
{19},{6 26},0.127,0.235,1.061
{19},{6 32},0.132,0.245,1.046
{19},{1 21},0.102,0.189,1.089
{19},{30 46},0.128,0.238,1.054
{19},{0 18},0.113,0.209,1.017
{19},{6 30},0.179,0.331,1.081
{19},{14 32},0.169,0.313,1.046
{19},{6 44},0.119,0.22,1.071
{19},{11 34},0.113,0.21,1.109
{19},{6 14},0.221,0.409,1.054
{19},{14 30},0.241,0.446,1.059
{19},{14 44},0.165,0.307,1.084
{19},{6 16},0.161,0.299,1.073
{19},{1 28},0.111,0.207,1.096
{19},{4 30},0.139,0.259,1.07
{19},{16 26},0.127,0.236,1.065
{19},{16 32},0.127,0.236,1.052
{19},{21 30},0.107,0.198,1.086
{19},{6 34},0.204,0.378,1.074
{19},{26 30},0.14,0.259,1.059
{19},{12 30},0.127,0.236,1.099
{19},{14 16},0.214,0.397,1.046
{19},{30 44},0.126,0.233,1.077
{19},{29 34},0.107,0.199,1.109
{19},{12 16},0.117,0.217,1.081
{19},{16 30},0.167,0.309,1.066
{19},{0 14},0.115,0.213,1.001
{19},{4 16},0.123,0.229,1.121
{19},{16 44},0.111,0.205,1.05
{19},{14 34},0.275,0.51,1.073
{19},{30 48},0.165,0.307,1.087
{19},{1 4},0.124,0.229,1.074
{19},{1 39},0.106,0.197,1.13
{19},{4 34},0.161,0.298,1.107
{19},{14 42},0.133,0.247,1.058
{19},{21 34},0.118,0.22,1.119
{19},{14 15},0.13,0.241,1.089
{19},{26 34},0.156,0.289,1.071
{19},{6 21},0.106,0.197,1.098
{19},{15 30},0.109,0.202,1.093
{19},{1 30},0.177,0.328,1.057
{19},{18 26},0.176,0.325,1.087
{19},{16 34},0.19,0.352,1.059
{19},{18 32},0.176,0.326,1.073
{19},{1 16},0.16,0.297,1.069
{19},{14 21},0.136,0.253,1.088
{19},{18 30},0.237,0.439,1.107
{19},{18 44},0.159,0.296,1.091
{19},{1 46},0.112,0.208,1.031
{19},{34 49},0.15,0.278,1.097
{19},{20 34},0.105,0.195,1.105
{19},{34 42},0.117,0.216,1.036
{19},{6 28},0.111,0.207,1.058
{19},{3 14},0.104,0.192,1.1
{19},{15 34},0.115,0.214,1.062
{19},{1 34},0.203,0.377,1.07
{19},{2 18},0.12,0.223,1.102
{19},{12 48},0.108,0.2,1.098
{19},{14 28},0.147,0.272,1.06
{19},{1 49},0.118,0.22,1.072
{19},{18 34},0.274,0.508,1.088
{19},{6 39},0.1,0.186,1.09
{19},{18 42},0.13,0.242,1.078
{19},{16 28},0.105,0.194,1.036
{19},{14 39},0.134,0.248,1.059
{19},{28 30},0.114,0.212,1.081
{19},{11 18},0.124,0.229,1.12
{19},{1 48},0.148,0.274,1.076
{19},{2 14},0.119,0.221,1.094
{19},{18 21},0.132,0.245,1.1
{19},{30 39},0.112,0.208,1.077
{19},{30 32},0.138,0.256,1.047
{19},{6 46},0.125,0.232,1.1
{19},{14 20},0.124,0.231,1.124
{19},{46 48},0.105,0.194,1.023
{19},{28 34},0.128,0.237,1.033
{19},{34 39},0.124,0.231,1.101
{19},{14 46},0.161,0.299,1.071
{19},{14 18},0.306,0.566,1.075
{19},{18 28},0.141,0.261,1.069
{19},{2 34},0.113,0.21,1.122
{19},{6 49},0.126,0.234,1.092
{19},{4 18},0.173,0.321,1.106
{19},{14 26},0.176,0.326,1.067
{19},{14 49},0.171,0.317,1.096
{19},{12 18},0.161,0.299,1.098
{19},{0 34},0.104,0.194,1.045
{19},{16 46},0.11,0.204,1.038
{19},{30 34},0.215,0.398,1.08
{19},{16 18},0.215,0.398,1.08
{19},{4 26},0.105,0.195,1.136
{19},{18 39},0.137,0.254,1.109
{19},{34 46},0.144,0.268,1.059
{19},{30 49},0.138,0.255,1.114
{19},{6 48},0.151,0.281,1.097
{19},{26 49},0.1,0.186,1.13
{19},{30 42},0.107,0.199,1.062
{19},{14 29},0.117,0.216,1.076
{19},{14 37},0.102,0.19,1.086
{19},{16 49},0.121,0.225,1.061
{19},{4 6},0.132,0.246,1.097
{19},{14 48},0.21,0.388,1.091
{19},{6 12},0.116,0.215,1.061
{19},{4 14},0.173,0.32,1.109
{19},{15 18},0.134,0.249,1.117
{19},{1 18},0.223,0.413,1.067
{19},{18 20},0.122,0.226,1.123
{19},{4 48},0.116,0.215,1.088
{19},{14 38},0.116,0.216,1.057
{19},{12 14},0.162,0.301,1.08
{19},{26 48},0.119,0.221,1.081
{19},{18 46},0.16,0.296,1.057
{19},{34 44},0.142,0.263,1.056
{19},{16 48},0.142,0.264,1.065
{19},{1 26},0.125,0.231,1.063
{19},{1 6},0.167,0.309,1.088
{19},{1 32},0.126,0.234,1.036
{19},{32 34},0.158,0.294,1.059
{19},{12 34},0.138,0.256,1.078
{19},{1 14},0.22,0.408,1.067
{19},{34 48},0.178,0.329,1.04
{19},{18 49},0.169,0.313,1.106
{19},{3 18},0.105,0.195,1.114
{19},{1 44},0.117,0.216,1.085
{19},{34 38},0.103,0.192,1.07
{19},{1 12},0.115,0.213,1.057
{19},{18 29},0.124,0.229,1.085
{19},{18 37},0.102,0.189,1.132
{19},{32 48},0.114,0.212,1.034
{19},{18 48},0.201,0.372,1.071
{19},{6 18},0.222,0.411,1.077
{19},{18 38},0.111,0.206,1.046
{19},{1 16 18},0.125,0.231,1.106
{19},{14 34 48},0.144,0.267,1.103
{19},{12 18 30},0.103,0.191,1.171
{19},{14 18 49},0.134,0.249,1.134
{19},{18 26 30},0.107,0.199,1.113
{19},{1 14 48},0.12,0.223,1.141
{19},{6 14 18},0.171,0.317,1.093
{19},{14 28 34},0.102,0.189,1.057
{19},{12 18 34},0.114,0.212,1.133
{19},{4 30 34},0.1,0.186,1.114
{19},{14 18 48},0.161,0.299,1.105
{19},{18 30 46},0.101,0.187,1.102
{19},{4 18 30},0.105,0.195,1.129
{19},{14 30 46},0.102,0.19,1.086
{19},{16 18 30},0.126,0.233,1.134
{19},{6 14 48},0.118,0.219,1.129
{19},{14 16 18},0.163,0.302,1.079
{19},{1 18 32},0.102,0.189,1.076
{19},{18 32 34},0.126,0.233,1.114
{19},{16 18 34},0.146,0.27,1.1
{19},{18 30 48},0.125,0.232,1.13
{19},{1 6 18},0.13,0.241,1.106
{19},{14 30 44},0.1,0.186,1.095
{19},{18 34 44},0.11,0.204,1.084
{19},{1 18 30},0.134,0.248,1.103
{19},{14 32 34},0.121,0.224,1.073
{19},{14 30 48},0.131,0.242,1.114
{19},{1 14 18},0.173,0.32,1.095
{19},{6 16 34},0.105,0.195,1.062
{19},{14 26 34},0.123,0.228,1.102
{19},{1 18 34},0.16,0.297,1.099
{19},{14 18 26},0.139,0.258,1.11
{19},{1 14 30},0.139,0.257,1.077
{19},{14 18 32},0.137,0.254,1.1
{19},{6 18 48},0.115,0.214,1.123
{19},{4 14 18},0.136,0.252,1.145
{19},{14 18 44},0.129,0.24,1.131
{19},{14 34 49},0.118,0.22,1.142
{19},{1 14 34},0.159,0.296,1.113
{19},{4 14 30},0.109,0.203,1.103
{19},{14 15 18},0.102,0.19,1.154
{19},{16 30 34},0.113,0.209,1.089
{19},{6 14 30},0.136,0.252,1.073
{19},{1 16 34},0.112,0.207,1.103
{19},{14 18 42},0.104,0.192,1.113
{19},{4 14 34},0.124,0.23,1.147
{19},{18 30 32},0.107,0.199,1.13
{19},{6 14 16},0.118,0.219,1.05
{19},{14 18 21},0.105,0.195,1.114
{19},{1 30 34},0.128,0.237,1.112
{19},{14 30 32},0.107,0.198,1.057
{19},{6 14 34},0.154,0.286,1.077
{19},{12 14 18},0.132,0.244,1.133
{19},{18 26 34},0.122,0.226,1.118
{19},{14 26 30},0.108,0.201,1.072
{19},{14 18 28},0.113,0.21,1.091
{19},{14 16 30},0.126,0.234,1.064
{19},{18 30 34},0.166,0.307,1.14
{19},{6 18 32},0.105,0.195,1.106
{19},{6 30 34},0.123,0.229,1.101
{19},{6 16 18},0.121,0.224,1.096
{19},{12 14 30},0.103,0.191,1.125
{19},{18 34 46},0.116,0.215,1.108
{19},{18 30 49},0.105,0.195,1.178
{19},{6 18 30},0.133,0.246,1.111
{19},{14 30 34},0.168,0.31,1.1
{19},{1 6 14},0.128,0.237,1.109
{19},{30 34 48},0.111,0.207,1.084
{19},{1 6 30},0.103,0.192,1.099
{19},{14 18 39},0.105,0.195,1.116
{19},{4 18 34},0.123,0.228,1.116
{19},{14 16 34},0.148,0.275,1.073
{19},{14 34 46},0.115,0.213,1.11
{19},{16 18 48},0.108,0.2,1.092
{19},{14 30 49},0.11,0.204,1.15
{19},{18 34 49},0.115,0.214,1.139
{19},{1 34 48},0.103,0.191,1.07
{19},{1 14 16},0.12,0.223,1.069
{19},{14 18 30},0.186,0.345,1.114
{19},{12 14 34},0.111,0.207,1.098
{19},{6 18 34},0.155,0.288,1.098
{19},{14 18 20},0.101,0.188,1.179
{19},{1 6 34},0.121,0.224,1.113
{19},{14 18 46},0.126,0.234,1.086
{19},{18 34 48},0.136,0.252,1.073
{19},{14 34 44},0.116,0.215,1.099
{19},{6 34 48},0.105,0.195,1.107
{19},{1 18 48},0.115,0.213,1.101
{19},{14 16 48},0.112,0.208,1.083
{19},{14 18 34},0.215,0.399,1.107
{19},{6 14 18 30},0.105,0.195,1.118
{19},{14 18 30 34},0.133,0.247,1.146
{19},{14 18 26 34},0.1,0.186,1.135
{19},{1 14 18 30},0.108,0.2,1.108
{19},{1 14 30 34},0.104,0.192,1.146
{19},{14 16 18 34},0.115,0.213,1.097
{19},{14 18 30 48},0.102,0.189,1.142
{19},{6 14 18 34},0.121,0.224,1.107
{19},{1 14 18 34},0.128,0.237,1.125
{19},{14 18 34 48},0.113,0.209,1.117
{19},{1 6 14 18},0.101,0.187,1.132
{41},{6},0.12,0.581,1.101
{41},{19},0.123,0.594,1.1
{41},{34},0.142,0.685,1.07
{41},{48},0.104,0.505,1.054
{41},{1},0.105,0.508,0.977
{41},{30},0.115,0.555,0.985
{41},{18},0.146,0.706,1.002
{41},{14},0.153,0.739,1.031
{41},{16},0.11,0.531,1.034
{41},{14 18},0.111,0.535,1.016
{41},{14 34},0.105,0.51,1.073
{41},{18 34},0.104,0.502,1.075
{38},{1},0.151,0.561,1.079
{38},{44},0.114,0.426,1.141
{38},{30},0.157,0.584,1.038
{38},{6},0.147,0.547,1.037
{38},{19},0.147,0.548,1.016
{38},{34},0.179,0.666,1.04
{38},{26},0.118,0.439,1.065
{38},{49},0.113,0.419,1.079
{38},{18},0.197,0.732,1.038
{38},{14},0.204,0.759,1.059
{38},{48},0.137,0.509,1.062
{38},{16},0.143,0.531,1.035
{38},{4},0.118,0.438,1.104
{38},{12},0.112,0.417,1.141
{38},{32},0.114,0.424,1.028
{38},{1 14},0.117,0.435,1.14
{38},{14 48},0.105,0.391,1.098
{38},{14 34},0.141,0.524,1.103
{38},{6 34},0.104,0.386,1.095
{38},{1 34},0.108,0.402,1.142
{38},{18 48},0.101,0.377,1.085
{38},{18 34},0.134,0.498,1.067
{38},{14 16},0.116,0.431,1.134
{38},{30 34},0.107,0.397,1.079
{38},{14 30},0.124,0.462,1.096
{38},{1 18},0.115,0.429,1.109
{38},{18 30},0.116,0.433,1.091
{38},{6 18},0.113,0.419,1.099
{38},{14 19},0.116,0.433,1.084
{38},{14 18},0.153,0.569,1.08
{38},{16 18},0.107,0.4,1.084
{38},{6 14},0.114,0.423,1.091
{38},{19 34},0.103,0.385,1.069
{38},{18 19},0.111,0.413,1.034
{38},{14 18 34},0.107,0.398,1.105
{21},{16},0.166,0.543,1.058
{21},{4},0.131,0.427,1.075
{21},{48},0.146,0.477,0.995
{21},{32},0.13,0.425,1.031
{21},{42},0.107,0.349,1.101
{21},{34},0.196,0.64,0.999
{21},{12},0.114,0.372,1.019
{21},{44},0.124,0.404,1.082
{21},{26},0.133,0.434,1.053
{21},{28},0.105,0.342,0.998
{21},{6},0.179,0.584,1.108
{21},{19},0.175,0.569,1.055
{21},{49},0.124,0.406,1.044
{21},{30},0.182,0.594,1.055
{21},{46},0.117,0.383,1.029
{21},{1},0.174,0.567,1.091
{21},{39},0.102,0.334,1.057
{21},{18},0.223,0.726,1.029
{21},{14},0.233,0.758,1.058
{21},{18 30},0.133,0.433,1.092
{21},{1 19},0.102,0.333,1.155
{21},{4 14},0.101,0.331,1.145
{21},{1 18},0.132,0.43,1.11
{21},{1 6},0.107,0.348,1.225
{21},{18 34},0.143,0.468,1.003
{21},{19 30},0.107,0.348,1.101
{21},{19 34},0.118,0.386,1.074
{21},{6 19},0.106,0.346,1.16
{21},{6 18},0.134,0.439,1.149
{21},{14 19},0.136,0.445,1.114
{21},{14 18},0.175,0.57,1.082
{21},{14 26},0.103,0.337,1.105
{21},{16 18},0.121,0.396,1.074
{21},{6 14},0.137,0.446,1.151
{21},{6 16},0.101,0.33,1.185
{21},{14 48},0.116,0.38,1.067
{21},{14 16},0.13,0.424,1.118
{21},{18 19},0.132,0.431,1.078
{21},{16 34},0.11,0.358,1.077
{21},{1 14},0.131,0.428,1.119
{21},{1 30},0.103,0.337,1.088
{21},{30 34},0.117,0.382,1.038
{21},{18 48},0.108,0.351,1.011
{21},{1 34},0.118,0.386,1.097
{21},{6 30},0.111,0.363,1.185
{21},{14 32},0.101,0.33,1.102
{21},{14 30},0.143,0.467,1.109
